Unnamed: 0,RequestID,StartDate,EndDate,AgencyName,CategoryDescription,SelectionMethodDescription,ContractAmount
13479,20080708007,07/15/2008,07/15/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,246240.0
13480,20100602011,06/09/2010,06/09/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,5659806.0
13482,20150218026,02/25/2015,02/25/2015,Citywide Administrative Services,Goods,Intergovernmental Purchase,15719958.0
13487,20190506019,05/13/2019,05/13/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,83491.3
13488,20170602005,06/09/2017,06/09/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,4768241.15
13490,20110729008,08/05/2011,08/05/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,60637.5
13494,20071126012,12/03/2007,12/03/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,200000.0
13495,20071113017,11/20/2007,11/20/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,54650272.8
13497,20130131011,02/08/2013,02/08/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,320262.38
13500,20170522001,05/30/2017,05/30/2017,Citywide Administrative Services,Goods,Other,199913.36
13502,20181210005,12/18/2018,12/18/2018,Citywide Administrative Services,Goods,Intergovernmental Purchase,106350.0
13503,20190124032,01/31/2019,01/31/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,550838.0
13505,20171201013,12/08/2017,12/08/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,656326.25
13507,20160621001,06/28/2016,06/28/2016,Citywide Administrative Services,Goods,Other,314122.9
13508,20090820012,08/27/2009,08/27/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,1156250.0
13510,20100920011,09/27/2010,09/27/2010,Citywide Administrative Services,Goods,Intergovernmental Purchase,261827.0
13511,20150429007,05/06/2015,05/06/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,337000.0
13512,20180327021,04/03/2018,04/03/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,1217500.0
13513,20180430031,05/07/2018,05/07/2018,Information Technology and Telecommunications,Goods,Innovative Procurement,106253.9
13514,20090326023,04/02/2009,04/02/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,12600.0
13516,20150413017,04/21/2015,04/21/2015,Citywide Administrative Services,Goods,Other,653911.0
13517,20111219008,12/27/2011,12/27/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,412545.1
13524,20110214017,02/22/2011,02/22/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,11800.0
13527,20101028014,11/08/2010,11/08/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,116820.0
13529,20180801009,08/08/2018,08/08/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,199774.0
13530,20081020010,10/27/2008,10/27/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,143373.0
13532,20100128018,02/04/2010,02/04/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,283463.0
13533,20120606021,06/13/2012,06/13/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,47580.0
13534,20161101011,11/09/2016,11/09/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,176000.0
13535,20090518038,05/26/2009,05/26/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,137455.55
13536,20111223010,01/03/2012,01/03/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,289645.4
13538,20151125020,12/04/2015,12/04/2015,Citywide Administrative Services,Goods,Other,334212.0
13543,20071113018,11/20/2007,11/20/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,397640.88
13544,20120313011,03/20/2012,03/20/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,416250.0
13545,20140617014,06/24/2014,06/24/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,1020674.8
13548,20090903023,09/11/2009,09/11/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,38385.0
13549,20180404010,04/11/2018,04/11/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,1277971.2
13550,20160506020,05/13/2016,05/13/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,1424.5
13552,20160511026,05/18/2016,05/18/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,668462.54
13553,20120911010,09/18/2012,09/18/2012,Citywide Administrative Services,Goods,Sole Source,245250.0
13558,20090701025,07/09/2009,07/09/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,236750.0
13560,20120112012,01/20/2012,01/20/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,12121.25
13561,20130104010,01/11/2013,01/11/2013,Citywide Administrative Services,Goods,Competitive Sealed Bids,213380.0
13562,20170906034,09/13/2017,09/13/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,21974.4
13563,20170711016,07/18/2017,07/18/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,225000.0
13566,20080627042,07/03/2008,07/03/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,269850.0
13567,20091116022,11/23/2009,11/23/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,858000.0
13571,20151222001,12/31/2015,12/31/2015,Citywide Administrative Services,Goods,Other,9062622.94
13572,20081229010,01/07/2009,01/07/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,1503173.3
13574,20091116021,11/23/2009,11/23/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,205359.0
13575,20120702027,07/10/2012,07/10/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,3825.0
13578,20080221014,02/28/2008,02/28/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,231977.76
13579,20170619019,06/26/2017,06/26/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,245200.0
13580,20090305019,03/12/2009,03/12/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,149820.0
13581,20170802006,08/09/2017,08/09/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,448000.0
13583,20190711037,07/18/2019,07/18/2019,Citywide Administrative Services,Goods,Renewal,336422.0
13584,20081211026,12/22/2008,12/22/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,208809.2
13586,20110121007,01/31/2011,01/31/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,148000.0
13587,20101001007,10/08/2010,10/08/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,19231.25
13590,20101221012,12/29/2010,12/29/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,174500.0
13592,20130621013,07/01/2013,07/01/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,248100.0
13593,20100706009,07/13/2010,07/13/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,279560.0
13594,20110714019,07/21/2011,07/21/2011,Citywide Administrative Services,Goods,Other,2800.0
13595,20110628035,07/06/2011,07/06/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,2224765.36
13597,20190916015,09/23/2019,09/23/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,586300.0
13599,20081205004,12/12/2008,12/12/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,195257.04
13602,20120620020,06/27/2012,06/27/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,464000.0
13603,20180501015,05/04/2018,05/04/2018,Transportation,Goods,Innovative Procurement,100000.0
13606,20111116006,11/23/2011,11/23/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,889200.0
13607,20110128006,02/07/2011,02/07/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,842364.0
13608,20090701022,07/09/2009,07/09/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,313062.0
13609,20081229008,01/07/2009,01/07/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,169056.0
13612,20161104014,11/15/2016,11/15/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,448750.0
13613,20180906005,09/13/2018,09/13/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,1297680.0
13615,20120418006,04/25/2012,04/25/2012,Citywide Administrative Services,Goods,Intergovernmental Purchase,123775.0
13617,20190320027,03/27/2019,03/27/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,890520.0
13620,20190116009,01/24/2019,01/24/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,2125000.0
13621,20080521018,05/29/2008,05/29/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,264000.0
13622,20150309014,03/16/2015,03/16/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,623862.0
13623,20160405016,04/14/2016,04/14/2016,Citywide Administrative Services,Goods,Other,203154.42
13624,20160527014,06/06/2016,06/06/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,73526.53
13626,20110808018,08/11/2011,08/11/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,170822.9
13630,20150430022,05/07/2015,05/07/2015,Citywide Administrative Services,Goods,Other,160021.25
13631,20110510024,05/18/2011,05/18/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,434000.0
13633,20110211008,02/18/2011,02/18/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,708588.6
13634,20110415007,04/22/2011,04/22/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,636515.5
13635,20180321021,03/28/2018,03/28/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,527125.0
13638,20110830023,09/07/2011,09/07/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,576150.0
13639,20071115014,11/23/2007,11/23/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,169522.0
13640,20171113022,11/20/2017,11/20/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,1234200.0
13642,20121212003,12/19/2012,12/19/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,8820000.0
13647,20130709005,07/16/2013,07/16/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,2389088.4
13648,20110208005,02/15/2011,02/15/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,162007.11
13649,20130725020,08/01/2013,08/01/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,129842.24
13650,20140813011,08/21/2014,08/21/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,203230.4
13654,20090304019,03/11/2009,03/11/2009,Citywide Administrative Services,Goods,Renewal,1500000.0
13655,20150317021,03/26/2015,03/26/2015,Citywide Administrative Services,Goods,Other,299565.0
13657,20071113019,11/20/2007,11/20/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,446250.0
13662,20150309013,03/16/2015,03/16/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,983731.24
13664,20150701012,07/10/2015,07/10/2015,Citywide Administrative Services,Goods,Intergovernmental Purchase,283450.0
13665,20090722045,07/30/2009,07/30/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,187999.58
13667,20181120016,11/28/2018,11/28/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,313875.0
13669,20081211012,12/18/2008,12/18/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,709975.0
13671,20080102010,01/09/2008,01/09/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,233687.5
13672,20180419007,04/26/2018,04/26/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,418313.48
13673,20110929012,10/06/2011,10/06/2011,Citywide Administrative Services,Goods,Other,3366915.93
13674,20170309002,03/16/2017,03/16/2017,Citywide Administrative Services,Goods,Other,250000.0
13675,20080212011,02/20/2008,02/20/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,256846.12
13677,20160212022,02/23/2016,02/23/2016,Citywide Administrative Services,Goods,Other,223281.0
13679,20150430016,05/07/2015,05/07/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,198323.25
13681,20071022023,10/29/2007,10/29/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,303790.0
13682,20110907010,09/14/2011,09/14/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,77632.71
13683,20121127005,12/03/2012,12/03/2012,Chief Medical Examiner,Goods,Renewal,50000.0
13685,20180604035,06/11/2018,06/11/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,1074000.0
13686,20100802001,08/06/2010,08/06/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,32008.29
13688,20100928014,10/05/2010,10/05/2010,Citywide Administrative Services,Goods,Intergovernmental Purchase,949725.0
13689,20080416011,04/23/2008,04/23/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,385714.29
13690,20091022011,10/29/2009,10/29/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,202745.0
13693,20151118013,11/27/2015,11/27/2015,Citywide Administrative Services,Goods,Other,1448367.21
13694,20190815006,08/22/2019,08/22/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,606975.0
13695,20170516026,05/24/2017,05/24/2017,Citywide Administrative Services,Goods,Other,1996418.09
13698,20071219013,12/27/2007,12/27/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,166650.0
13701,20170523027,05/31/2017,05/31/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,127237.25
13702,20081114003,11/21/2008,11/21/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,174041.75
13703,20161005027,10/13/2016,10/13/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,1059800.0
13704,20170619036,06/26/2017,06/26/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,40650.0
13705,20071214021,12/21/2007,12/21/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,1618.2
13707,20081106004,11/17/2008,11/17/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,594393.0
13709,20100720021,07/27/2010,07/27/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,2100.0
13710,20070927011,10/04/2007,10/04/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,767.25
13712,20100719013,07/26/2010,07/26/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,9812.1
13715,20161024009,10/31/2016,10/31/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,675400.0
13716,20080613009,06/19/2008,06/19/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,130554.98
13718,20130625005,07/02/2013,07/02/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,514245.55
13719,20081205008,12/12/2008,12/12/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,677520.0
13721,20110408005,04/15/2011,04/15/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,330000.0
13722,20081229006,01/06/2009,01/06/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,101058.46
13725,20080708010,07/15/2008,07/15/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,570168.14
13727,20121026008,11/02/2012,11/02/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,400000.0
13731,20140627006,07/07/2014,07/07/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,717864.11
13732,20160715013,07/22/2016,07/22/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,1285350.0
